t	r	v	Eb	Tb	Pb	R1	n0	nmax	fabs	fabs_i	fabs_n	Mshell	Mcloud	Mcluster	Qi	Lbol	Li	Ln	Lw	Fram
3.691856e+00	1.0391e+01	-1.6014e+01	9.9804e-05	1.0000e+04	5.1901e+03	1.0391e+01	1.1685e+04	5.2304e+06	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.2028e+52	9.4658e+41	3.9471e+41	5.5187e+41	6.1324e+39	4.4469e+31
3.750454e+00	9.4038e+00	-1.7695e+01	9.9804e-05	1.0000e+04	6.1933e+03	9.4038e+00	1.3943e+04	6.2444e+06	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.1662e+52	9.3176e+41	3.8217e+41	5.4959e+41	6.1645e+39	4.3457e+31
3.809052e+00	8.3050e+00	-1.9825e+01	9.9804e-05	1.0000e+04	7.5501e+03	8.3050e+00	1.6998e+04	7.6305e+06	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.1279e+52	9.1654e+41	3.6840e+41	5.4815e+41	5.8937e+39	4.1321e+31
3.821540e+00	8.0541e+00	-2.0355e+01	9.9804e-05	1.0000e+04	7.9239e+03	8.0541e+00	1.7839e+04	8.0134e+06	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.1190e+52	9.1311e+41	3.6515e+41	5.4795e+41	5.8306e+39	4.0786e+31
3.834027e+00	7.7964e+00	-2.0921e+01	9.9804e-05	1.0000e+04	8.3428e+03	7.7964e+00	1.8783e+04	8.4430e+06	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.1098e+52	9.0959e+41	3.6182e+41	5.4777e+41	5.7706e+39	4.0238e+31
3.846514e+00	7.5314e+00	-2.1527e+01	9.9804e-05	1.0000e+04	8.8175e+03	7.5314e+00	1.9851e+04	8.9297e+06	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.1004e+52	9.0601e+41	3.5843e+41	5.4758e+41	5.7138e+39	3.9685e+31
3.871489e+00	6.9773e+00	-2.2883e+01	9.9804e-05	1.0000e+04	9.9911e+03	6.9773e+00	2.2494e+04	1.0133e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.0812e+52	8.9870e+41	3.5168e+41	5.4702e+41	5.6108e+39	3.8594e+31
3.896464e+00	6.3862e+00	-2.4490e+01	9.9804e-05	1.0000e+04	1.1610e+04	6.3862e+00	2.6138e+04	1.1791e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.0621e+52	8.9127e+41	3.4524e+41	5.4602e+41	5.5234e+39	3.7571e+31
3.921438e+00	5.7509e+00	-2.6448e+01	9.9804e-05	1.0000e+04	1.3975e+04	5.7509e+00	3.1462e+04	1.4210e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.0437e+52	8.8380e+41	3.3944e+41	5.4435e+41	5.4532e+39	3.6673e+31
3.946413e+00	5.0605e+00	-2.8927e+01	9.9804e-05	1.0000e+04	1.7680e+04	5.0605e+00	3.9803e+04	1.7994e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.0263e+52	8.7633e+41	3.3435e+41	5.4198e+41	5.3999e+39	3.5925e+31
3.979540e+00	4.0282e+00	-3.3662e+01	9.9804e-05	1.0000e+04	2.7295e+04	4.0282e+00	6.1450e+04	2.7802e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	1.0047e+52	8.6637e+41	3.2826e+41	5.3811e+41	5.3505e+39	3.5143e+31
3.999219e+00	3.3260e+00	-3.7936e+01	9.9804e-05	1.0000e+04	3.9625e+04	3.3260e+00	8.9210e+04	4.0372e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.9269e+51	8.6040e+41	3.2479e+41	5.3561e+41	5.3303e+39	3.4780e+31
4.013953e+00	2.7340e+00	-4.2665e+01	9.9804e-05	1.0000e+04	5.8258e+04	2.7340e+00	1.3116e+05	5.9363e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.8407e+51	8.5588e+41	3.2216e+41	5.3372e+41	5.3186e+39	3.4553e+31
4.024806e+00	2.2443e+00	-4.7834e+01	9.9804e-05	1.0000e+04	8.6086e+04	2.2443e+00	1.9381e+05	8.7722e+07	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.7791e+51	8.5253e+41	3.2019e+41	5.3234e+41	5.3113e+39	3.4406e+31
4.032840e+00	1.8384e+00	-5.3530e+01	9.9804e-05	1.0000e+04	1.2793e+05	1.8384e+00	2.8802e+05	1.3036e+08	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.7343e+51	8.5004e+41	3.1872e+41	5.3132e+41	5.3063e+39	3.4307e+31
4.038771e+00	1.5032e+00	-5.9812e+01	9.9804e-05	1.0000e+04	1.9095e+05	1.5032e+00	4.2990e+05	1.9458e+08	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.7017e+51	8.4820e+41	3.1762e+41	5.3058e+41	5.3026e+39	3.4237e+31
4.043142e+00	1.2274e+00	-6.6749e+01	9.9804e-05	1.0000e+04	2.8599e+05	1.2274e+00	6.4386e+05	2.9142e+08	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.6778e+51	8.4684e+41	3.1681e+41	5.3003e+41	5.2999e+39	3.4187e+31
4.046358e+00	1.0011e+00	-7.4417e+01	9.9804e-05	1.0000e+04	4.2950e+05	1.0011e+00	9.6696e+05	4.3765e+08	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.6602e+51	8.4583e+41	3.1620e+41	5.2963e+41	5.2978e+39	3.4152e+31
4.046372e+00	1.0000e+00	-7.4458e+01	9.9804e-05	1.0000e+04	4.3040e+05	1.0000e+00	9.6900e+05	4.3857e+08	1.0000e+00	1.0000e+00	1.0000e+00	9.0385e+05	8.0000e+05	2.0000e+05	9.6602e+51	8.4583e+41	3.1620e+41	5.2963e+41	5.2978e+39	3.4152e+31
