ID	ndens	temp	phi	nedens	heat	cool
1	1.00000e-04	3.16228e+03	1.000e+00	4.42000e-05	1.46860e-30	3.76090e-33
2	3.16228e-04	3.16228e+03	1.000e+00	1.02000e-04	4.23900e-30	2.64180e-32
3	1.00000e-03	3.16228e+03	1.000e+00	2.22000e-04	1.22890e-29	1.87490e-31
4	3.16228e-03	3.16228e+03	1.000e+00	4.64000e-04	3.56870e-29	1.38810e-30
5	1.00000e-02	3.16228e+03	1.000e+00	9.35000e-04	1.02810e-28	1.09570e-29
6	3.16228e-02	3.16228e+03	1.000e+00	1.83000e-03	2.91290e-28	9.13360e-29
7	1.00000e-01	3.16228e+03	1.000e+00	3.49000e-03	8.09250e-28	7.80830e-28
8	3.16228e-01	3.16228e+03	1.000e+00	6.52000e-03	2.20940e-27	6.71420e-27
9	1.00000e+00	3.16228e+03	1.000e+00	1.19000e-02	5.95570e-27	5.79710e-26
10	3.16228e+00	3.16228e+03	1.000e+00	2.12000e-02	1.59190e-26	5.04460e-25
11	1.00000e+01	3.16228e+03	1.000e+00	3.60000e-02	4.22820e-26	4.42450e-24
12	3.16228e+01	3.16228e+03	1.000e+00	5.75000e-02	1.11420e-25	3.88310e-23
13	1.00000e+02	3.16228e+03	1.000e+00	8.46000e-02	2.87240e-25	3.39190e-22
14	3.16228e+02	3.16228e+03	1.000e+00	1.14000e-01	7.45110e-25	3.97680e-21
15	1.00000e+03	3.16228e+03	1.000e+00	1.38000e-01	2.01720e-24	4.24140e-20
16	3.16228e+03	3.16228e+03	1.000e+00	1.55000e-01	6.24920e-24	3.77330e-19
17	1.00000e+04	3.16228e+03	1.000e+00	1.86000e-01	1.97610e-23	3.14900e-18
18	3.16228e+04	3.16228e+03	1.000e+00	3.15000e-01	6.24410e-23	2.26730e-17
19	1.00000e+05	3.16228e+03	1.000e+00	8.45000e-01	1.97430e-22	1.92050e-16
20	3.16228e+05	3.16228e+03	1.000e+00	2.09000e+00	6.24330e-22	1.50830e-15
21	1.00000e+06	3.16228e+03	1.000e+00	4.95000e+00	1.97450e-21	1.01630e-14
22	3.16228e+06	3.16228e+03	1.000e+00	1.11000e+01	6.24440e-21	5.52360e-14
23	1.00000e+07	3.16228e+03	1.000e+00	2.43000e+01	1.97480e-20	2.34880e-13
24	3.16228e+07	3.16228e+03	1.000e+00	5.10000e+01	6.24520e-20	8.49820e-13
25	1.00000e+08	3.16228e+03	1.000e+00	1.04000e+02	1.97520e-19	2.87010e-12
26	3.16228e+08	3.16228e+03	1.000e+00	2.10000e+02	6.24680e-19	9.42160e-12
27	1.00000e+09	3.16228e+03	1.000e+00	4.32000e+02	1.97550e-18	3.05180e-11
28	3.16228e+09	3.16228e+03	1.000e+00	9.24000e+02	6.24730e-18	9.83530e-11
29	1.00000e+10	3.16228e+03	1.000e+00	2.15000e+03	1.97560e-17	3.16770e-10
30	3.16228e+10	3.16228e+03	1.000e+00	5.56000e+03	6.24740e-17	1.02340e-09
31	1.00000e+11	3.16228e+03	1.000e+00	1.59000e+04	1.97560e-16	3.37440e-09
32	3.16228e+11	3.16228e+03	1.000e+00	4.82000e+04	6.24780e-16	1.19400e-08
33	1.00000e+12	3.16228e+03	1.000e+00	1.50000e+05	1.97590e-15	5.03900e-08
34	1.00000e-04	3.16228e+03	1.000e+01	5.40000e-05	1.57680e-30	4.83210e-33
35	3.16228e-04	3.16228e+03	1.000e+01	1.21000e-04	4.48130e-30	3.29860e-32
36	1.00000e-03	3.16228e+03	1.000e+01	2.60000e-04	1.28400e-29	2.24290e-31
37	3.16228e-03	3.16228e+03	1.000e+01	5.34000e-04	3.70990e-29	1.58110e-30
38	1.00000e-02	3.16228e+03	1.000e+01	1.06000e-03	1.06900e-28	1.19490e-29
39	3.16228e-02	3.16228e+03	1.000e+01	2.05000e-03	3.03670e-28	9.66850e-29
40	1.00000e-01	3.16228e+03	1.000e+01	3.87000e-03	8.46200e-28	8.12460e-28
41	3.16228e-01	3.16228e+03	1.000e+01	7.18000e-03	2.31680e-27	6.91430e-27
42	1.00000e+00	3.16228e+03	1.000e+01	1.31000e-02	6.26240e-27	5.92460e-26
43	3.16228e+00	3.16228e+03	1.000e+01	2.31000e-02	1.67920e-26	5.12440e-25
44	1.00000e+01	3.16228e+03	1.000e+01	3.93000e-02	4.47970e-26	4.47720e-24
45	3.16228e+01	3.16228e+03	1.000e+01	6.30000e-02	1.18750e-25	3.92540e-23
46	1.00000e+02	3.16228e+03	1.000e+01	9.31000e-02	3.08660e-25	3.43140e-22
47	3.16228e+02	3.16228e+03	1.000e+01	1.26000e-01	8.05430e-25	4.01350e-21
48	1.00000e+03	3.16228e+03	1.000e+01	1.54000e-01	2.19400e-24	4.33360e-20
49	3.16228e+03	3.16228e+03	1.000e+01	1.75000e-01	6.71330e-24	3.83270e-19
50	1.00000e+04	3.16228e+03	1.000e+01	1.69000e-01	2.11900e-23	2.61930e-18
51	3.16228e+04	3.16228e+03	1.000e+01	3.33000e-01	6.70730e-23	2.26630e-17
52	1.00000e+05	3.16228e+03	1.000e+01	8.76000e-01	2.12080e-22	1.92010e-16
53	3.16228e+05	3.16228e+03	1.000e+01	2.13000e+00	6.70660e-22	1.50690e-15
54	1.00000e+06	3.16228e+03	1.000e+01	5.06000e+00	2.12100e-21	1.01490e-14
55	3.16228e+06	3.16228e+03	1.000e+01	1.14000e+01	6.70780e-21	5.51170e-14
56	1.00000e+07	3.16228e+03	1.000e+01	2.52000e+01	2.12130e-20	2.34190e-13
57	3.16228e+07	3.16228e+03	1.000e+01	5.33000e+01	6.70860e-20	8.47110e-13
58	1.00000e+08	3.16228e+03	1.000e+01	1.09000e+02	2.12170e-19	2.86190e-12
59	3.16228e+08	3.16228e+03	1.000e+01	2.21000e+02	6.71040e-19	9.40150e-12
60	1.00000e+09	3.16228e+03	1.000e+01	4.52000e+02	2.12220e-18	3.04760e-11
61	3.16228e+09	3.16228e+03	1.000e+01	9.63000e+02	6.71100e-18	9.82770e-11
62	1.00000e+10	3.16228e+03	1.000e+01	2.21000e+03	2.12220e-17	3.16670e-10
63	3.16228e+10	3.16228e+03	1.000e+01	5.66000e+03	6.71110e-17	1.02340e-09
64	1.00000e+11	3.16228e+03	1.000e+01	1.60000e+04	2.12230e-16	3.37470e-09
65	3.16228e+11	3.16228e+03	1.000e+01	4.84000e+04	6.71170e-16	1.19420e-08
66	1.00000e+12	3.16228e+03	1.000e+01	1.50000e+05	2.12270e-15	5.03960e-08
67	1.00000e-04	3.16228e+03	1.000e+02	8.60000e-05	1.90840e-30	8.15470e-33
68	3.16228e-04	3.16228e+03	1.000e+02	2.12000e-04	5.55590e-30	6.06820e-32
69	1.00000e-03	3.16228e+03	1.000e+02	4.71000e-04	1.58760e-29	4.09920e-31
70	3.16228e-03	3.16228e+03	1.000e+02	9.69000e-04	4.54910e-29	2.67430e-30
71	1.00000e-02	3.16228e+03	1.000e+02	1.89000e-03	1.32070e-28	1.80090e-29
72	3.16228e-02	3.16228e+03	1.000e+02	3.59000e-03	3.84130e-28	1.30370e-28
73	1.00000e-01	3.16228e+03	1.000e+02	6.63000e-03	1.10340e-27	1.01490e-27
74	3.16228e-01	3.16228e+03	1.000e+02	1.21000e-02	3.11550e-27	8.23990e-27
75	1.00000e+00	3.16228e+03	1.000e+02	2.16000e-02	8.67630e-27	6.81560e-26
76	3.16228e+00	3.16228e+03	1.000e+02	3.81000e-02	2.39890e-26	5.70710e-25
77	1.00000e+01	3.16228e+03	1.000e+02	6.52000e-02	6.62320e-26	4.85290e-24
78	3.16228e+01	3.16228e+03	1.000e+02	1.07000e-01	1.82980e-25	4.19080e-23
79	1.00000e+02	3.16228e+03	1.000e+02	1.65000e-01	5.02550e-25	3.66600e-22
80	3.16228e+02	3.16228e+03	1.000e+02	2.33000e-01	1.37170e-24	4.01430e-21
81	1.00000e+03	3.16228e+03	1.000e+02	2.99000e-01	3.88530e-24	4.79720e-20
82	3.16228e+03	3.16228e+03	1.000e+02	3.58000e-01	1.13460e-23	4.25960e-19
83	1.00000e+04	3.16228e+03	1.000e+02	4.43000e-01	3.58640e-23	3.37770e-18
84	3.16228e+04	3.16228e+03	1.000e+02	9.35000e-01	1.13290e-22	2.37760e-17
85	1.00000e+05	3.16228e+03	1.000e+02	1.42000e+00	3.58530e-22	1.92350e-16
86	3.16228e+05	3.16228e+03	1.000e+02	2.61000e+00	1.13400e-21	1.50230e-15
87	1.00000e+06	3.16228e+03	1.000e+02	5.96000e+00	3.58610e-21	1.00890e-14
88	3.16228e+06	3.16228e+03	1.000e+02	1.34000e+01	1.13410e-20	5.45920e-14
89	1.00000e+07	3.16228e+03	1.000e+02	3.10000e+01	3.58660e-20	2.30750e-13
90	3.16228e+07	3.16228e+03	1.000e+02	6.92000e+01	1.13430e-19	8.31900e-13
91	1.00000e+08	3.16228e+03	1.000e+02	1.46000e+02	3.58760e-19	2.81170e-12
92	3.16228e+08	3.16228e+03	1.000e+02	2.99000e+02	1.13470e-18	9.26720e-12
93	1.00000e+09	3.16228e+03	1.000e+02	6.09000e+02	3.58840e-18	3.01740e-11
94	3.16228e+09	3.16228e+03	1.000e+02	1.26000e+03	1.13480e-17	9.77000e-11
95	1.00000e+10	3.16228e+03	1.000e+02	2.74000e+03	3.58870e-17	3.15810e-10
96	3.16228e+10	3.16228e+03	1.000e+02	6.48000e+03	1.13490e-16	1.02300e-09
97	1.00000e+11	3.16228e+03	1.000e+02	1.71000e+04	3.58890e-16	3.37810e-09
98	3.16228e+11	3.16228e+03	1.000e+02	4.96000e+04	1.13500e-15	1.19590e-08
99	1.00000e+12	3.16228e+03	1.000e+02	1.51000e+05	3.58980e-15	5.04530e-08
100	1.00000e-04	3.16228e+03	1.000e+03	1.06000e-04	2.10840e-30	1.10450e-32
101	3.16228e-04	3.16228e+03	1.000e+03	3.13000e-04	6.74450e-30	9.67020e-32
102	1.00000e-03	3.16228e+03	1.000e+03	8.57000e-04	2.19340e-29	8.05210e-31
103	3.16228e-03	3.16228e+03	1.000e+03	2.10000e-03	7.25410e-29	5.96970e-30
104	1.00000e-02	3.16228e+03	1.000e+03	4.60000e-03	2.39860e-28	3.99080e-29
105	3.16228e-02	3.16228e+03	1.000e+03	9.28000e-03	7.83840e-28	2.57750e-28
106	1.00000e-01	3.16228e+03	1.000e+03	1.77000e-02	2.52220e-27	1.72920e-27
107	3.16228e-01	3.16228e+03	1.000e+03	3.28000e-02	7.96100e-27	1.24880e-26
108	1.00000e+00	3.16228e+03	1.000e+03	5.95000e-02	2.46630e-26	9.61200e-26
109	3.16228e+00	3.16228e+03	1.000e+03	1.06000e-01	7.54150e-26	7.63700e-25
110	1.00000e+01	3.16228e+03	1.000e+03	1.86000e-01	2.29260e-25	6.16890e-24
111	3.16228e+01	3.16228e+03	1.000e+03	3.21000e-01	6.96680e-25	5.08170e-23
112	1.00000e+02	3.16228e+03	1.000e+03	5.34000e-01	2.12000e-24	4.29220e-22
113	3.16228e+02	3.16228e+03	1.000e+03	8.48000e-01	6.42630e-24	3.67120e-21
114	1.00000e+03	3.16228e+03	1.000e+03	1.25000e+00	1.93350e-23	3.84780e-20
115	3.16228e+03	3.16228e+03	1.000e+03	1.70000e+00	5.93970e-23	4.54530e-19
116	1.00000e+04	3.16228e+03	1.000e+03	2.16000e+00	1.83990e-22	3.65490e-18
117	3.16228e+04	3.16228e+03	1.000e+03	3.39000e+00	5.76150e-22	2.54160e-17
118	1.00000e+05	3.16228e+03	1.000e+03	8.13000e+00	1.82210e-21	1.89360e-16
119	3.16228e+05	3.16228e+03	1.000e+03	1.59000e+01	5.76360e-21	1.46030e-15
120	1.00000e+06	3.16228e+03	1.000e+03	2.04000e+01	1.82170e-20	9.83520e-15
121	3.16228e+06	3.16228e+03	1.000e+03	2.25000e+01	5.76570e-20	5.40510e-14
122	1.00000e+07	3.16228e+03	1.000e+03	4.80000e+01	1.82400e-19	2.27060e-13
123	3.16228e+07	3.16228e+03	1.000e+03	1.12000e+02	5.76900e-19	8.09850e-13
124	1.00000e+08	3.16228e+03	1.000e+03	2.68000e+02	1.82460e-18	2.71460e-12
125	3.16228e+08	3.16228e+03	1.000e+03	5.96000e+02	5.77080e-18	8.93280e-12
126	1.00000e+09	3.16228e+03	1.000e+03	1.25000e+03	1.82510e-17	2.92290e-11
127	3.16228e+09	3.16228e+03	1.000e+03	2.56000e+03	5.77170e-17	9.54980e-11
128	1.00000e+10	3.16228e+03	1.000e+03	5.23000e+03	1.82520e-16	3.11710e-10
129	3.16228e+10	3.16228e+03	1.000e+03	1.10000e+04	5.77220e-16	1.01890e-09
130	1.00000e+11	3.16228e+03	1.000e+03	2.44000e+04	1.82550e-15	3.39310e-09
131	3.16228e+11	3.16228e+03	1.000e+03	5.95000e+04	5.77350e-15	1.20820e-08
132	1.00000e+12	3.16228e+03	1.000e+03	1.62000e+05	1.82610e-14	5.09650e-08
133	1.00000e-04	3.16228e+03	1.000e+04	1.09000e-04	2.14550e-30	1.94930e-32
