ID	ndens	temp	phi	nedens	heat	cool
1	1.00000e-04	3.16228e+03	1.000e+00	4.40000e-05	1.46700e-30	3.73720e-33
2	3.16228e-04	3.16228e+03	1.000e+00	1.01000e-04	4.23590e-30	2.62820e-32
3	1.00000e-03	3.16228e+03	1.000e+00	2.21000e-04	1.22830e-29	1.86800e-31
4	3.16228e-03	3.16228e+03	1.000e+00	4.63000e-04	3.56750e-29	1.38470e-30
5	1.00000e-02	3.16228e+03	1.000e+00	9.33000e-04	1.02780e-28	1.09410e-29
6	3.16228e-02	3.16228e+03	1.000e+00	1.82000e-03	2.91210e-28	9.12580e-29
7	1.00000e-01	3.16228e+03	1.000e+00	3.48000e-03	8.09050e-28	7.80420e-28
8	3.16228e-01	3.16228e+03	1.000e+00	6.51000e-03	2.20900e-27	6.71180e-27
9	1.00000e+00	3.16228e+03	1.000e+00	1.19000e-02	5.95490e-27	5.79570e-26
10	3.16228e+00	3.16228e+03	1.000e+00	2.12000e-02	1.59180e-26	5.04400e-25
11	1.00000e+01	3.16228e+03	1.000e+00	3.60000e-02	4.22850e-26	4.42400e-24
12	3.16228e+01	3.16228e+03	1.000e+00	5.74000e-02	1.11430e-25	3.88240e-23
13	1.00000e+02	3.16228e+03	1.000e+00	8.47000e-02	2.87540e-25	3.39330e-22
14	3.16228e+02	3.16228e+03	1.000e+00	1.14000e-01	7.45460e-25	3.97610e-21
15	1.00000e+03	3.16228e+03	1.000e+00	1.38000e-01	2.01770e-24	4.23610e-20
16	3.16228e+03	3.16228e+03	1.000e+00	1.54000e-01	6.25430e-24	3.76830e-19
17	1.00000e+04	3.16228e+03	1.000e+00	1.85000e-01	1.97770e-23	3.14840e-18
18	3.16228e+04	3.16228e+03	1.000e+00	3.15000e-01	6.24930e-23	2.26740e-17
19	1.00000e+05	3.16228e+03	1.000e+00	8.44000e-01	1.97600e-22	1.92050e-16
20	3.16228e+05	3.16228e+03	1.000e+00	2.09000e+00	6.24840e-22	1.50830e-15
21	1.00000e+06	3.16228e+03	1.000e+00	4.95000e+00	1.97610e-21	1.01630e-14
22	3.16228e+06	3.16228e+03	1.000e+00	1.11000e+01	6.24950e-21	5.52380e-14
23	1.00000e+07	3.16228e+03	1.000e+00	2.43000e+01	1.97640e-20	2.34890e-13
24	3.16228e+07	3.16228e+03	1.000e+00	5.09000e+01	6.25030e-20	8.49870e-13
25	1.00000e+08	3.16228e+03	1.000e+00	1.04000e+02	1.97680e-19	2.87020e-12
26	3.16228e+08	3.16228e+03	1.000e+00	2.10000e+02	6.25190e-19	9.42200e-12
27	1.00000e+09	3.16228e+03	1.000e+00	4.31000e+02	1.97720e-18	3.05190e-11
28	3.16228e+09	3.16228e+03	1.000e+00	9.24000e+02	6.25250e-18	9.83540e-11
29	1.00000e+10	3.16228e+03	1.000e+00	2.14000e+03	1.97720e-17	3.16770e-10
30	3.16228e+10	3.16228e+03	1.000e+00	5.56000e+03	6.25250e-17	1.02340e-09
31	1.00000e+11	3.16228e+03	1.000e+00	1.59000e+04	1.97730e-16	3.37440e-09
32	3.16228e+11	3.16228e+03	1.000e+00	4.82000e+04	6.25300e-16	1.19400e-08
33	1.00000e+12	3.16228e+03	1.000e+00	1.50000e+05	1.97760e-15	5.03900e-08
34	1.00000e-04	3.16228e+03	1.000e+01	5.29000e-05	1.56630e-30	4.76560e-33
35	3.16228e-04	3.16228e+03	1.000e+01	1.19000e-04	4.45840e-30	3.24290e-32
36	1.00000e-03	3.16228e+03	1.000e+01	2.55000e-04	1.27970e-29	2.20350e-31
37	3.16228e-03	3.16228e+03	1.000e+01	5.24000e-04	3.70120e-29	1.55680e-30
38	1.00000e-02	3.16228e+03	1.000e+01	1.04000e-03	1.06690e-28	1.18140e-29
39	3.16228e-02	3.16228e+03	1.000e+01	2.02000e-03	3.03110e-28	9.59910e-29
40	1.00000e-01	3.16228e+03	1.000e+01	3.82000e-03	8.44790e-28	8.08730e-28
41	3.16228e-01	3.16228e+03	1.000e+01	7.09000e-03	2.31380e-27	6.89230e-27
