ID	ndens	temp	phi	nedens	heat	cool
1	1.00000e-04	3.16228e+03	1.000e+00	4.39000e-05	1.46200e-30	7.34880e-34
2	3.16228e-04	3.16228e+03	1.000e+00	1.01000e-04	4.22240e-30	5.46370e-33
3	1.00000e-03	3.16228e+03	1.000e+00	2.21000e-04	1.22450e-29	4.81490e-32
4	3.16228e-03	3.16228e+03	1.000e+00	4.62000e-04	3.55680e-29	5.38100e-31
5	1.00000e-02	3.16228e+03	1.000e+00	9.32000e-04	1.02490e-28	7.09450e-30
6	3.16228e-02	3.16228e+03	1.000e+00	1.82000e-03	2.90480e-28	9.75830e-29
7	1.00000e-01	3.16228e+03	1.000e+00	3.48000e-03	8.07550e-28	1.28970e-27
8	3.16228e-01	3.16228e+03	1.000e+00	6.53000e-03	2.20720e-27	1.56790e-26
9	1.00000e+00	3.16228e+03	1.000e+00	1.20000e-02	5.95950e-27	1.72660e-25
10	3.16228e+00	3.16228e+03	1.000e+00	2.14000e-02	1.59670e-26	1.73840e-24
11	1.00000e+01	3.16228e+03	1.000e+00	3.66000e-02	4.26110e-26	1.63830e-23
12	3.16228e+01	3.16228e+03	1.000e+00	5.94000e-02	1.13600e-25	1.45880e-22
13	1.00000e+02	3.16228e+03	1.000e+00	8.95000e-02	3.03420e-25	1.20780e-21
14	3.16228e+02	3.16228e+03	1.000e+00	1.23000e-01	8.11390e-25	8.60680e-21
15	1.00000e+03	3.16228e+03	1.000e+00	1.47000e-01	2.14850e-24	4.42690e-20
16	3.16228e+03	3.16228e+03	1.000e+00	1.60000e-01	6.35650e-24	2.00060e-19
17	1.00000e+04	3.16228e+03	1.000e+00	2.09000e-01	1.99060e-23	1.10070e-18
18	3.16228e+04	3.16228e+03	1.000e+00	5.88000e-01	6.28890e-23	4.18330e-18
19	1.00000e+05	3.16228e+03	1.000e+00	2.16000e+00	1.99070e-22	2.15170e-17
20	3.16228e+05	3.16228e+03	1.000e+00	4.60000e+00	6.28180e-22	1.59960e-16
21	1.00000e+06	3.16228e+03	1.000e+00	7.66000e+00	1.97470e-21	1.22810e-15
22	3.16228e+06	3.16228e+03	1.000e+00	1.18000e+01	6.27650e-21	7.71960e-15
23	1.00000e+07	3.16228e+03	1.000e+00	1.10000e+01	1.98480e-20	3.22880e-14
24	3.16228e+07	3.16228e+03	1.000e+00	2.56000e+01	6.27710e-20	1.14800e-13
25	1.00000e+08	3.16228e+03	1.000e+00	5.74000e+01	1.98550e-19	3.81180e-13
26	3.16228e+08	3.16228e+03	1.000e+00	1.29000e+02	6.27960e-19	1.23510e-12
27	1.00000e+09	3.16228e+03	1.000e+00	2.81000e+02	1.98600e-18	3.96580e-12
28	3.16228e+09	3.16228e+03	1.000e+00	5.92000e+02	6.28050e-18	1.27610e-11
29	1.00000e+10	3.16228e+03	1.000e+00	1.24000e+03	1.98620e-17	4.14440e-11
30	3.16228e+10	3.16228e+03	1.000e+00	2.63000e+03	6.28100e-17	1.36390e-10
31	1.00000e+11	3.16228e+03	1.000e+00	5.87000e+03	1.98630e-16	4.58210e-10
32	3.16228e+11	3.16228e+03	1.000e+00	1.43000e+04	6.28140e-16	1.58840e-09
33	1.00000e+12	3.16228e+03	1.000e+00	3.96000e+04	1.98650e-15	6.04510e-09
34	1.00000e-04	3.16228e+03	1.000e+01	5.21000e-05	1.55580e-30	9.35180e-34
35	3.16228e-04	3.16228e+03	1.000e+01	1.17000e-04	4.43230e-30	6.53320e-33
36	1.00000e-03	3.16228e+03	1.000e+01	2.52000e-04	1.27330e-29	5.33720e-32
37	3.16228e-03	3.16228e+03	1.000e+01	5.18000e-04	3.68480e-29	5.62270e-31
38	1.00000e-02	3.16228e+03	1.000e+01	1.03000e-03	1.06250e-28	7.20250e-30
39	3.16228e-02	3.16228e+03	1.000e+01	2.00000e-03	3.01950e-28	9.79750e-29
40	1.00000e-01	3.16228e+03	1.000e+01	3.79000e-03	8.42050e-28	1.29090e-27
41	3.16228e-01	3.16228e+03	1.000e+01	7.05000e-03	2.30880e-27	1.57170e-26
42	1.00000e+00	3.16228e+03	1.000e+01	1.29000e-02	6.25500e-27	1.73670e-25
43	3.16228e+00	3.16228e+03	1.000e+01	2.29000e-02	1.68280e-26	1.75390e-24
44	1.00000e+01	3.16228e+03	1.000e+01	3.93000e-02	4.51410e-26	1.65690e-23
45	3.16228e+01	3.16228e+03	1.000e+01	6.38000e-02	1.21130e-25	1.48040e-22
46	1.00000e+02	3.16228e+03	1.000e+01	9.67000e-02	3.26040e-25	1.23410e-21
47	3.16228e+02	3.16228e+03	1.000e+01	1.34000e-01	8.79380e-25	8.90700e-21
48	1.00000e+03	3.16228e+03	1.000e+01	1.61000e-01	2.35240e-24	4.67650e-20
49	3.16228e+03	3.16228e+03	1.000e+01	1.75000e-01	6.89470e-24	2.07030e-19
50	1.00000e+04	3.16228e+03	1.000e+01	2.26000e-01	2.15820e-23	1.11120e-18
51	3.16228e+04	3.16228e+03	1.000e+01	6.24000e-01	6.81830e-23	4.22950e-18
52	1.00000e+05	3.16228e+03	1.000e+01	2.30000e+00	2.15830e-22	2.14060e-17
